Date,Open,High,Low,Close,Volume
2025-08-04,3.400000095367432,6.690000057220459,2.5999999046325684,6.019999980926514,1529100.0
2025-08-05,4.139999866485596,4.599999904632568,3.0999999046325684,3.369999885559082,6116400.0
2025-08-06,3.470000028610229,3.910000085830689,3.400000095367432,3.839999914169312,547400.0
2025-08-07,2.819999933242798,3.25,2.700000047683716,3.0999999046325684,367600.0
2025-08-08,2.640000104904175,2.7230000495910645,2.359999895095825,2.700000047683716,313900.0
2025-08-11,2.700000047683716,2.7799999713897705,2.400000095367432,2.440000057220459,195700.0
2025-08-12,2.569999933242798,2.752000093460083,2.5199999809265137,2.5799999237060547,128600.0
2025-08-13,2.470000028610229,2.640000104904175,2.444999933242798,2.5299999713897705,110800.0
2025-08-14,2.430000066757202,2.494999885559082,2.319999933242798,2.470000028610229,94600.0
2025-08-15,2.4200000762939453,2.4800000190734863,2.319999933242798,2.470000028610229,95200.0
2025-08-18,2.565000057220459,2.8480000495910645,2.316999912261963,2.400000095367432,217000.0
2025-08-19,2.470000028610229,2.630000114440918,2.380000114440918,2.630000114440918,99000.0
2025-08-20,2.5999999046325684,2.75,2.3499999046325684,2.380000114440918,113800.0
2025-08-21,2.650000095367432,2.869999885559082,2.5199999809265137,2.630000114440918,98000.0
2025-08-22,2.740000009536743,2.859999895095825,2.6600000858306885,2.7699999809265137,71100.0
2025-08-25,2.700000047683716,2.8399999141693115,2.6700000762939453,2.740000009536743,44900.0
2025-08-26,2.7699999809265137,2.8299999237060547,2.6600000858306885,2.75,37500.0
2025-08-27,2.8299999237060547,2.8399999141693115,2.630000114440918,2.75,56400.0
2025-08-28,2.759999990463257,2.8499999046325684,2.690000057220459,2.8399999141693115,24800.0
2025-08-29,2.700000047683716,2.803999900817871,2.6700000762939453,2.789999961853028,23200.0
2025-09-02,2.549999952316284,2.720000028610229,2.509999990463257,2.720000028610229,34300.0
2025-09-03,2.5,2.720000028610229,2.430000066757202,2.5899999141693115,47100.0
2025-09-04,2.430000066757202,2.5299999713897705,2.4200000762939453,2.5,14100.0
2025-09-05,2.436000108718872,2.555000066757202,2.390000104904175,2.4600000381469727,14400.0
2025-09-08,2.450000047683716,2.525000095367432,2.4200000762939453,2.5,47500.0
2025-09-09,2.430000066757202,2.5,2.3499999046325684,2.5,34300.0
2025-09-10,2.400000095367432,2.5,2.33899998664856,2.450000047683716,32800.0
2025-09-11,2.424999952316284,2.5,2.359999895095825,2.450000047683716,33800.0
2025-09-12,2.430000066757202,2.5,2.359999895095825,2.5,43400.0
2025-09-15,2.5299999713897705,2.549999952316284,2.400000095367432,2.490000009536743,49000.0
2025-09-16,2.4600000381469727,2.5299999713897705,2.4200000762939453,2.5,52100.0
2025-09-17,2.470000028610229,2.490000009536743,2.384000062942505,2.450000047683716,23000.0
2025-09-18,2.515000104904175,2.539999961853028,2.440000057220459,2.5,26800.0
2025-09-19,2.546999931335449,2.5850000381469727,2.5,2.5199999809265137,23800.0
2025-09-22,2.450000047683716,2.549999952316284,2.369999885559082,2.440000057220459,51000.0
2025-09-23,2.140000104904175,2.513000011444092,2.0899999141693115,2.490000009536743,244500.0
2025-09-24,1.940000057220459,2.150000095367432,1.6799999475479126,2.150000095367432,359600.0
2025-09-25,1.940000057220459,2.0999999046325684,1.8600000143051147,1.9700000286102293,72600.0
2025-09-26,1.940999984741211,2.0,1.8600000143051147,1.950000047683716,45200.0
2025-09-29,2.0799999237060547,2.1010000705718994,1.9600000381469729,2.009999990463257,64600.0
2025-09-30,2.119999885559082,2.1700000762939453,2.026000022888184,2.0999999046325684,37000.0
2025-10-01,2.2799999713897705,2.299999952316284,2.109999895095825,2.119999885559082,59900.0
2025-10-02,2.2660000324249268,2.299999952316284,2.140000104904175,2.289999961853028,29500.0
2025-10-03,2.249000072479248,2.2929999828338623,2.2100000381469727,2.2699999809265137,22300.0
2025-10-06,2.2799999713897705,2.299999952316284,2.1600000858306885,2.2300000190734863,45500.0
2025-10-07,2.259999990463257,2.3499999046325684,2.150000095367432,2.3499999046325684,69400.0
2025-10-08,2.150000095367432,2.259999990463257,2.0,2.220000028610229,118400.0
2025-10-09,1.9800000190734863,2.0999999046325684,1.9800000190734863,2.0899999141693115,62500.0
2025-10-10,1.950000047683716,2.0799999237060547,1.909999966621399,2.039999961853028,39800.0
2025-10-13,2.0299999713897705,2.039999961853028,1.899999976158142,2.009999990463257,32400.0
2025-10-14,2.039999961853028,2.049999952316284,1.8949999809265137,2.039999961853028,39000.0
2025-10-15,2.009999990463257,2.069999933242798,1.950000047683716,2.069999933242798,28900.0
2025-10-16,1.9900000095367432,2.0999999046325684,1.950000047683716,2.0999999046325684,52000.0
