Date,Open,High,Low,Close,Volume
2025-04-15,3.109999895095825,6.289999961853027,2.509999990463257,4.75,8523300.0
2025-04-16,2.680000066757202,3.1700000762939453,2.309999942779541,2.309999942779541,2585900.0
2025-04-17,2.0999999046325684,2.634999990463257,2.049999952316284,2.609999895095825,988400.0
2025-04-21,1.7599999904632568,2.0199999809265137,1.6299999952316284,2.009999990463257,651500.0
2025-04-22,1.75,2.049999952316284,1.6699999570846558,1.7400000095367432,603100.0
2025-04-23,1.7000000476837158,1.878999948501587,1.559999942779541,1.7599999904632568,443400.0
2025-04-24,1.9800000190734863,2.039999961853028,1.659999966621399,1.7000000476837158,504600.0
2025-04-25,2.069999933242798,2.0999999046325684,1.8799999952316284,1.8799999952316284,450600.0
2025-04-28,1.840000033378601,2.150000095367432,1.7599999904632568,2.0999999046325684,225600.0
2025-04-29,1.75,1.914999961853028,1.7000000476837158,1.850000023841858,130200.0
2025-04-30,1.7000000476837158,1.7999999523162842,1.649999976158142,1.7719999551773071,157900.0
2025-05-01,1.6799999475479126,1.75,1.600000023841858,1.7100000381469729,159400.0
2025-05-02,1.690000057220459,1.7970000505447388,1.6449999809265137,1.6449999809265137,136400.0
2025-05-05,1.6200000047683716,1.7289999723434448,1.600000023841858,1.6399999856948853,77100.0
2025-05-06,1.6399999856948853,1.652999997138977,1.590000033378601,1.590000033378601,52400.0
2025-05-07,1.409999966621399,1.690000057220459,1.350000023841858,1.6299999952316284,337300.0
2025-05-08,1.5800000429153442,1.64900004863739,1.3700000047683716,1.4299999475479126,214700.0
2025-05-09,1.6399999856948853,1.7000000476837158,1.5,1.5360000133514404,220300.0
2025-05-12,1.6799999475479126,1.75,1.6100000143051147,1.6799999475479126,112100.0
2025-05-13,1.5199999809265137,1.690000057220459,1.5019999742507937,1.6579999923706057,188500.0
2025-05-14,1.5,1.590000033378601,1.4500000476837158,1.559999942779541,87700.0
2025-05-15,1.4199999570846558,1.5099999904632568,1.3700000047683716,1.4500000476837158,125400.0
2025-05-16,1.4500000476837158,1.4700000286102295,1.399999976158142,1.399999976158142,34000.0
2025-05-19,1.440000057220459,1.5820000171661377,1.409999966621399,1.409999966621399,42900.0
2025-05-20,1.3799999952316284,1.5099999904632568,1.2899999618530271,1.409999966621399,137800.0
2025-05-21,1.3899999856948853,1.6299999952316284,1.340000033378601,1.340000033378601,606100.0
2025-05-22,1.4299999475479126,1.5,1.3200000524520874,1.3300000429153442,104600.0
2025-05-23,1.3600000143051147,1.5199999809265137,1.3200000524520874,1.440000057220459,122100.0
2025-05-27,1.4500000476837158,1.4800000190734863,1.3799999952316284,1.3799999952316284,89000.0
2025-05-28,1.6200000047683716,1.6799999475479126,1.3899999856948853,1.409999966621399,292300.0
2025-05-29,1.7799999713897705,1.899999976158142,1.5850000381469729,1.649999976158142,290900.0
2025-05-30,1.6699999570846558,1.840000033378601,1.6200000047683716,1.7999999523162842,155900.0
2025-06-02,1.809999942779541,1.940000057220459,1.6200000047683716,1.6200000047683716,260000.0
2025-06-03,1.9299999475479128,1.950000047683716,1.7400000095367432,1.809999942779541,132400.0
2025-06-04,1.7200000286102295,2.109999895095825,1.649999976158142,1.8799999952316284,625300.0
2025-06-05,1.6150000095367432,1.7549999952316284,1.590000033378601,1.659999966621399,159500.0
2025-06-06,1.559999942779541,1.649999976158142,1.5,1.5800000429153442,77600.0
2025-06-09,1.524999976158142,1.6100000143051147,1.5,1.559999942779541,72100.0
2025-06-10,1.4700000286102295,1.6699999570846558,1.409999966621399,1.5,204700.0
2025-06-11,1.5099999904632568,1.555999994277954,1.440000057220459,1.4700000286102295,92700.0
2025-06-12,1.4900000095367432,1.5700000524520874,1.4600000381469729,1.4600000381469729,40400.0
2025-06-13,1.4900000095367432,1.5199999809265137,1.4700000286102295,1.4900000095367432,42400.0
2025-06-16,1.5549999475479126,1.6299999952316284,1.3650000095367432,1.4600000381469729,106200.0
2025-06-17,1.600000023841858,1.690000057220459,1.4800000190734863,1.524999976158142,162200.0
2025-06-18,1.7200000286102295,1.7979999780654907,1.649999976158142,1.659999966621399,111700.0
