Date,Open,High,Low,Close,Volume
2020-12-16,29.46999931335449,30.01000022888184,22.61000061035156,26.0,13459800.0
2020-12-17,35.77000045776367,39.84999847412109,28.25,28.64299964904785,7042200.0
2020-12-18,44.09000015258789,48.65999984741211,37.060001373291016,38.02000045776367,7266500.0
2020-12-21,41.09999847412109,47.9900016784668,40.0,44.0,2833800.0
2020-12-22,47.84000015258789,48.08000183105469,40.650001525878906,43.09999847412109,3727400.0
2020-12-23,46.31999969482422,51.39799880981445,43.02000045776367,47.5,3142400.0
2020-12-24,43.959999084472656,47.470001220703125,42.505001068115234,46.59000015258789,873100.0
2020-12-28,42.630001068115234,45.0,38.04999923706055,44.310001373291016,1882200.0
2020-12-29,40.75,42.4900016784668,39.5099983215332,42.040000915527344,646400.0
2020-12-30,38.869998931884766,41.5,38.11000061035156,41.20000076293945,1049500.0
2020-12-31,40.75,40.95000076293945,36.2599983215332,38.20000076293945,969000.0
2021-01-04,43.9900016784668,45.0,38.04999923706055,40.34000015258789,1347100.0
2021-01-05,48.369998931884766,53.630001068115234,44.20000076293945,45.09999847412109,3590700.0
2021-01-06,52.13999938964844,57.0,45.13999938964844,47.04999923706055,2903200.0
2021-01-07,55.38999938964844,61.2599983215332,55.040000915527344,55.9900016784668,1518900.0
2021-01-08,52.72999954223633,58.0,50.27999877929688,58.0,1407700.0
2021-01-11,54.709999084472656,56.0,50.52999877929688,51.0,1338200.0
2021-01-12,62.47999954223633,63.5,55.52999877929688,56.11000061035156,1829500.0
2021-01-13,57.880001068115234,69.4800033569336,57.70000076293945,60.61000061035156,1785600.0
2021-01-14,60.63999938964844,67.43000030517578,59.4900016784668,60.91999816894531,1288700.0
2021-01-15,56.0,62.59999847412109,55.59999847412109,60.63999938964844,1409500.0
2021-01-19,54.27999877929688,61.630001068115234,53.0,58.130001068115234,1872400.0
2021-01-20,55.220001220703125,56.220001220703125,53.25,54.5099983215332,935500.0
2021-01-21,63.77000045776367,65.29000091552734,55.04999923706055,55.04999923706055,1702400.0
2021-01-22,64.47000122070312,64.87999725341797,58.52999877929688,62.400001525878906,1241600.0
2021-01-25,67.36000061035156,72.66999816894531,64.01000213623047,65.0,1781000.0
2021-01-26,64.44999694824219,68.69000244140625,63.29999923706055,67.70999908447266,1506600.0
2021-01-27,64.69999694824219,70.80000305175781,58.0,60.06999969482422,1398400.0
2021-01-28,65.1500015258789,67.41300201416016,63.52000045776367,64.54000091552734,617800.0
2021-01-29,62.18999862670898,67.4000015258789,60.119998931884766,64.55999755859375,721700.0
2021-02-01,70.25,70.8499984741211,61.900001525878906,63.0,813000.0
2021-02-02,75.47000122070312,80.0,71.04000091552734,71.04000091552734,1061300.0
2021-02-03,79.75,81.91000366210938,76.51000213623047,76.93000030517578,854600.0
2021-02-04,75.75,81.08999633789062,74.19000244140625,80.55000305175781,718600.0
2021-02-05,75.23999786376953,79.77999877929688,74.01000213623047,76.13999938964844,542300.0
2021-02-08,76.0,78.33999633789062,74.0999984741211,77.33999633789062,712600.0
2021-02-09,80.25,82.75,75.51699829101562,75.91999816894531,902200.0
2021-02-10,91.04000091552734,91.38999938964844,78.70999908447266,80.91000366210938,1080800.0
2021-02-11,95.12999725341795,105.58000183105467,92.5500030517578,93.5,1433000.0
2021-02-12,102.18000030517578,102.20999908447266,92.62000274658205,93.0,646000.0
2021-02-16,92.27999877929688,105.0,90.2699966430664,104.7699966430664,1053900.0
2021-02-17,87.23999786376953,92.2689971923828,84.13500213623047,91.75,941800.0
2021-02-18,82.31999969482422,84.5199966430664,78.5,84.0,1016600.0
2021-02-19,89.7300033569336,93.0,83.5,83.75,753500.0
2021-02-22,77.01000213623047,89.48999786376953,75.05999755859375,87.30000305175781,1081700.0
2021-02-23,73.05999755859375,75.37999725341797,61.0099983215332,72.94999694824219,1703100.0
2021-02-24,74.51000213623047,83.29000091552734,72.01000213623047,73.73999786376953,985600.0
2021-02-25,68.5199966430664,79.62000274658203,66.08000183105469,74.08000183105469,1423200.0
2021-02-26,65.63999938964844,71.87999725341797,63.34999847412109,68.79000091552734,1558600.0
2021-03-01,66.6500015258789,73.45999908447266,65.87000274658203,66.77999877929688,1309100.0
2021-03-02,60.36000061035156,67.76000213623047,58.290000915527344,67.20999908447266,1772300.0
2021-03-03,57.58000183105469,63.005001068115234,55.59999847412109,61.70000076293945,1610300.0
2021-03-04,54.91999816894531,59.54499816894531,49.09000015258789,56.150001525878906,2218900.0
2021-03-05,51.15999984741211,55.290000915527344,42.51100158691406,54.540000915527344,2322100.0
2021-03-08,46.869998931884766,52.22299957275391,45.141998291015625,50.66600036621094,1382300.0
2021-03-09,53.2400016784668,55.45000076293945,49.04999923706055,49.39500045776367,2035200.0
2021-03-10,52.9900016784668,58.54999923706055,52.119998931884766,57.29999923706055,1540900.0
2021-03-11,59.2400016784668,59.54999923706055,54.04999923706055,54.75,1260700.0
2021-03-12,58.0,58.5,53.5,53.5,1130200.0
2021-03-15,62.93000030517578,63.0099983215332,56.83000183105469,58.88999938964844,1432500.0
2021-03-16,60.04999923706055,64.5,56.84999847412109,62.27000045776367,1266400.0
2021-03-17,60.790000915527344,62.2599983215332,54.5,56.775001525878906,2762900.0
2021-03-18,115.08999633789062,124.75,81.95999908447266,83.54000091552734,21497900.0
2021-03-19,125.27999877929688,128.8000030517578,106.59700012207033,108.0,8769700.0
2021-03-22,164.8699951171875,165.66000366210938,124.0540008544922,127.94000244140624,8566600.0
2021-03-23,118.4800033569336,164.05999755859375,115.58000183105467,159.9739990234375,11899100.0
2021-03-24,112.27999877929688,134.16000366210938,110.11000061035156,121.87899780273438,5499400.0
2021-03-25,123.7300033569336,130.35899353027344,105.9499969482422,106.3000030517578,3820900.0
2021-03-26,142.9499969482422,144.86000061035156,118.25,125.0,3260400.0
2021-03-29,134.49000549316406,156.92999267578125,132.52999877929688,140.8000030517578,2652400.0
2021-03-30,129.27999877929688,137.61000061035156,122.5999984741211,133.47999572753906,1521900.0
2021-03-31,128.86000061035156,137.78799438476562,128.0,131.6300048828125,1137700.0
2021-04-01,144.27999877929688,147.47999572753906,133.0,133.94000244140625,1871600.0
2021-04-05,140.52000427246094,156.27000427246094,136.0,147.70799255371094,2029200.0
2021-04-06,144.3000030517578,145.77999877929688,138.05999755859375,140.2899932861328,1018700.0
2021-04-07,126.06999969482422,138.97000122070312,123.80999755859376,136.5500030517578,2674500.0
2021-04-08,123.33000183105467,128.97999572753906,119.18000030517578,128.50999450683594,2548900.0
