Date,Open,High,Low,Close,Volume
2025-02-06,3.450000047683716,5.449999809265137,3.25,4.260000228881836,2828700.0
2025-02-07,1.75,3.849999904632568,1.6299999952316284,3.4200000762939453,2863100.0
2025-02-10,1.4299999475479126,1.5499999523162842,1.059999942779541,1.5399999618530271,4256900.0
2025-02-11,1.1200000047683716,1.4500000476837158,0.8700000047683716,1.3200000524520874,1688900.0
2025-02-12,1.2000000476837158,1.4500000476837158,1.1200000047683716,1.1399999856948853,1638200.0
2025-02-13,1.1299999952316284,1.190000057220459,1.0199999809265137,1.1699999570846558,394400.0
2025-02-14,1.159999966621399,1.1799999475479126,0.949999988079071,1.1100000143051147,4472400.0
2025-02-18,1.2200000286102295,1.2999999523162842,1.0399999618530271,1.062000036239624,990300.0
2025-02-19,1.149999976158142,1.2300000190734863,1.090000033378601,1.2300000190734863,521400.0
2025-02-20,1.159999966621399,1.1710000038146973,1.059999942779541,1.1100000143051147,332100.0
2025-02-21,1.0199999809265137,1.149999976158142,0.959999978542328,1.149999976158142,686400.0
2025-02-24,0.9399999976158142,1.024999976158142,0.8849999904632568,0.9800000190734864,368700.0
2025-02-25,0.8899999856948853,0.9340000152587892,0.7310000061988831,0.8999999761581421,708500.0
2025-02-26,0.9700000286102296,1.0800000429153442,0.8209999799728394,0.8799999952316284,869600.0
2025-02-27,1.0,1.0700000524520874,0.9100000262260436,1.0700000524520874,567500.0
2025-02-28,0.9300000071525574,1.0,0.8500000238418579,0.9800000190734864,474200.0
2025-03-03,0.8399999737739563,0.9269999861717224,0.8100000023841858,0.8989999890327454,313400.0
2025-03-04,0.7799999713897705,0.8600000143051147,0.7319999933242798,0.8199999928474426,354200.0
2025-03-05,0.9049999713897704,0.9300000071525574,0.7799999713897705,0.7990000247955322,795000.0
2025-03-06,0.8529999852180481,1.069000005722046,0.8199999928474426,0.949999988079071,1451800.0
2025-03-07,0.8399999737739563,0.9490000009536744,0.8199999928474426,0.8199999928474426,361700.0
2025-03-10,0.7960000038146973,0.8429999947547913,0.7509999871253967,0.8199999928474426,195700.0
2025-03-11,0.8679999709129333,0.949999988079071,0.800000011920929,0.8199999928474426,205500.0
2025-03-12,0.8479999899864197,0.8899999856948853,0.8220000267028809,0.8679999709129333,167400.0
2025-03-13,0.8299999833106995,0.8500000238418579,0.7699999809265137,0.8399999737739563,146500.0
2025-03-14,0.8019999861717224,0.8500000238418579,0.7829999923706055,0.8050000071525574,154800.0
2025-03-17,0.7900000214576721,0.8149999976158142,0.7599999904632568,0.8080000281333923,149700.0
2025-03-18,0.8209999799728394,0.8500000238418579,0.7590000033378601,0.7900000214576721,435300.0
2025-03-19,0.906000018119812,0.9300000071525574,0.7929999828338623,0.8399999737739563,429000.0
2025-03-20,1.0700000524520874,1.1399999856948853,0.8600000143051147,0.977999985218048,845100.0
2025-03-21,0.9269999861717224,1.090000033378601,0.8809999823570251,1.0499999523162842,487600.0
2025-03-24,1.1399999856948853,1.2200000286102295,0.9160000085830688,0.9210000038146972,1381200.0
2025-03-25,1.1299999952316284,1.899999976158142,1.059999942779541,1.25,14580200.0
2025-03-26,1.0,1.2000000476837158,0.8999999761581421,1.1299999952316284,1595500.0
2025-03-27,0.8989999890327454,1.0399999618530271,0.8650000095367432,1.0299999713897705,591200.0
2025-03-28,0.8600000143051147,0.9200000166893004,0.7910000085830688,0.8700000047683716,631300.0
