Date,Open,High,Low,Close,Volume
2025-07-24,5.630000114440918,22.32999992370605,4.199999809265137,6.010000228881836,12973500.0
2025-07-25,10.3100004196167,13.0,8.600000381469727,11.770000457763672,33494900.0
2025-07-28,9.890000343322754,11.9399995803833,8.59000015258789,8.59000015258789,2409000.0
2025-07-29,7.920000076293945,9.760000228881836,7.599999904632568,9.239999771118164,799800.0
2025-07-30,6.099999904632568,7.389999866485596,5.800000190734863,7.349999904632568,611000.0
2025-07-31,6.119999885559082,7.039999961853027,5.760000228881836,5.760000228881836,501000.0
2025-08-01,5.400000095367432,6.074999809265137,5.236999988555908,5.679999828338623,229800.0
2025-08-04,4.869999885559082,5.559999942779541,4.849999904632568,5.210000038146973,192500.0
2025-08-05,5.050000190734863,5.300000190734863,4.630000114440918,4.75,455800.0
2025-08-06,7.369999885559082,7.460000038146973,5.179999828338623,5.199999809265137,3129500.0
2025-08-07,7.510000228881836,9.25,6.739999771118164,7.0,1183800.0
2025-08-08,7.5,8.739999771118164,7.202000141143799,8.199999809265137,456200.0
2025-08-11,7.079999923706055,8.100000381469727,7.050000190734863,7.139999866485596,156800.0
2025-08-12,7.070000171661377,7.889999866485596,6.964000225067139,7.099999904632568,203200.0
2025-08-13,6.599999904632568,7.289999961853027,6.5,7.070000171661377,183800.0
2025-08-14,6.119999885559082,6.890999794006348,5.989999771118164,6.239999771118164,103900.0
2025-08-15,5.619999885559082,6.191999912261963,5.5,6.179999828338623,138500.0
2025-08-18,7.179999828338623,7.208000183105469,5.25,5.630000114440918,269500.0
2025-08-19,6.150000095367432,7.099999904632568,6.079999923706055,7.099999904632568,147800.0
2025-08-20,6.0,6.400000095367432,5.880000114440918,6.170000076293945,95300.0
2025-08-21,6.449999809265137,6.630000114440918,5.934000015258789,6.0,73900.0
2025-08-22,6.380000114440918,6.699999809265137,6.199999809265137,6.400000095367432,94400.0
2025-08-25,6.869999885559082,7.5,5.71999979019165,6.46999979019165,1529400.0
2025-08-26,8.3100004196167,8.498000144958496,7.269999980926514,7.278999805450439,1054700.0
2025-08-27,8.279999732971191,8.600000381469727,7.940000057220459,8.40999984741211,629400.0
2025-08-28,8.050000190734863,8.479999542236328,7.699999809265137,8.170000076293945,202700.0
2025-08-29,8.9399995803833,9.15999984741211,8.0,8.350000381469727,993000.0
2025-09-02,9.010000228881836,10.345000267028809,8.199999809265137,8.9399995803833,1211800.0
2025-09-03,8.479999542236328,9.5,8.319999694824219,9.18000030517578,699700.0
2025-09-04,8.420000076293945,8.600000381469727,8.050000190734863,8.5,525500.0
2025-09-05,8.760000228881836,8.850000381469727,8.149999618530273,8.489999771118164,288900.0
2025-09-08,8.420000076293945,9.0,8.100000381469727,8.760000228881836,1143300.0
2025-09-09,8.350000381469727,8.489999771118164,8.199999809265137,8.449999809265137,211200.0
2025-09-10,8.609999656677246,8.699999809265137,7.260000228881836,8.100000381469727,709800.0
2025-09-11,8.779999732971191,8.930000305175781,8.300000190734863,8.59000015258789,2125500.0
2025-09-12,8.979999542236328,9.1899995803833,8.800000190734863,9.0,1780900.0
2025-09-15,8.789999961853027,9.149999618530272,8.510000228881836,8.800000190734863,653900.0
2025-09-16,8.359999656677246,8.920000076293945,8.300000190734863,8.789999961853027,379600.0
2025-09-17,8.90999984741211,9.300000190734863,8.199999809265137,8.4399995803833,565800.0
2025-09-18,8.890000343322754,9.329999923706056,8.800000190734863,9.0,349700.0
2025-09-19,9.380000114440918,9.40999984741211,8.722000122070312,8.899999618530273,707500.0
2025-09-22,8.920000076293945,9.699999809265137,8.649999618530273,9.279999732971191,327800.0
2025-09-23,9.369999885559082,9.489999771118164,9.0,9.0,256100.0
2025-09-24,9.09000015258789,9.800000190734863,9.029999732971191,9.380000114440918,473900.0
2025-09-25,9.210000038146973,9.550000190734863,8.90999984741211,9.100000381469728,350100.0
2025-09-26,9.520000457763672,9.899999618530272,9.010000228881836,9.119999885559082,741300.0
2025-09-29,9.279999732971191,9.56999969482422,8.90999984741211,9.520000457763672,955100.0
2025-09-30,9.0600004196167,9.729999542236328,7.550000190734863,9.279999732971191,780200.0
2025-10-01,9.81999969482422,9.899999618530272,8.930000305175781,9.34000015258789,1661800.0
2025-10-02,9.390000343322754,9.72700023651123,9.149999618530272,9.449999809265137,262100.0
2025-10-03,8.640000343322754,9.399999618530272,8.600000381469727,9.25,437200.0
2025-10-06,9.15999984741211,9.529999732971191,8.640000343322754,8.649999618530273,330600.0
2025-10-07,9.130000114440918,9.149999618530272,8.779999732971191,9.06999969482422,79000.0
2025-10-08,8.859999656677246,9.170000076293944,8.699999809265137,9.170000076293944,70200.0
2025-10-09,8.520000457763672,9.100000381469728,8.13599967956543,8.960000038146973,151200.0
2025-10-10,8.739999771118164,8.9399995803833,8.359999656677246,8.680000305175781,317700.0
2025-10-13,9.130000114440918,9.35099983215332,8.529999732971191,8.699999809265137,222300.0
2025-10-14,9.489999771118164,10.149999618530272,9.300000190734863,9.5,399400.0
2025-10-15,9.489999771118164,9.989999771118164,9.140000343322754,9.970000267028809,436600.0
2025-10-16,10.06999969482422,10.1899995803833,9.529999732971191,9.699999809265137,871600.0
